ID	DOCULECT	GLOTTOCODE	COGID	PARAMETER	VALUE	SEGMENTS	ALIGNMENT	SOURCE
2762	Spanish	stan1288	1380	scūtāriu-escudero	escudero	e ʂ k u ð e ɾ o	e ʂ k u ð e - ɾ - o	Hartman2003
2763	Latin	lati1261	1381	scūtella-escudilla	scūtella	ʂ k uː t e lː ɑ	- ʂ k uː t - e lː ɑ	Hartman2003
2764	Spanish	stan1288	1381	scūtella-escudilla	escudilla	e ʂ k u ð i ʎ ɑ	e ʂ k u ð - i ʎ ɑ	Hartman2003
2765	Latin	lati1261	1382	scūtu-escudo	scūtu	ʂ k uː t u	- ʂ k uː t u	Hartman2003
2766	Spanish	stan1288	1382	scūtu-escudo	escudo	e ʂ k u ð o	e ʂ k u ð o	Hartman2003
2767	Latin	lati1261	1383	se-se	se	ʂ e	ʂ e	Hartman2003
2768	Spanish	stan1288	1383	se-se	se	ʂ e	ʂ e	Hartman2003
2769	Latin	lati1261	1384	sēbu-sebo	sēbu	ʂ eː b u	ʂ eː b u	Hartman2003
2770	Spanish	stan1288	1384	sēbu-sebo	sebo	ʂ e β o	ʂ e β o	Hartman2003
2771	Latin	lati1261	1385	sēcūru-seguro	sēcūru	ʂ eː k uː ɾ u	ʂ eː k uː ɾ u	Hartman2003
2772	Spanish	stan1288	1385	sēcūru-seguro	seguro	ʂ e ɣ u ɾ o	ʂ e ɣ u ɾ o	Hartman2003
2773	Latin	lati1261	1386	sēmente-simiente	sēmente	ʂ eː m e n t e	ʂ eː m - e n t e	Hartman2003
2774	Spanish	stan1288	1386	sēmente-simiente	simiente	ʂ i m j e n t e	ʂ i m j e n t e	Hartman2003
2775	Latin	lati1261	1387	sēmināre-sembrar	sēmināre	ʂ eː m i n ɑː ɾ e	ʂ eː m i n - ɑː ɾ e	Hartman2003
2776	Spanish	stan1288	1387	sēmināre-sembrar	sembrar	ʂ e m b ɾ ɑ ɾ	ʂ e m - b ɾ ɑ ɾ -	Hartman2003
2777	Latin	lati1261	1388	sēmita-senda	sēmita	ʂ eː m i t ɑ	ʂ eː m i t ɑ	Hartman2003
2778	Spanish	stan1288	1388	sēmita-senda	senda	ʂ e n d ɑ	ʂ e n - d ɑ	Hartman2003
2779	Latin	lati1261	1389	sēpe-sebe	sēpe	ʂ eː p e	ʂ eː p e	Hartman2003
2780	Spanish	stan1288	1389	sēpe-sebe	sebe	ʂ e β e	ʂ e β e	Hartman2003
2781	Latin	lati1261	1390	sēptu-seto	sēptu	ʂ eː p t u	ʂ eː p t u	Hartman2003
2782	Spanish	stan1288	1390	sēptu-seto	seto	ʂ e t o	ʂ e - t o	Hartman2003
2783	Latin	lati1261	1391	sēta-seda	sēta	ʂ eː t ɑ	ʂ eː t ɑ	Hartman2003
2784	Spanish	stan1288	1391	sēta-seda	seda	ʂ e ð ɑ	ʂ e ð ɑ	Hartman2003
2785	Latin	lati1261	1392	sētōsu-sedoso	sētōsu	ʂ eː t oː ʂ u	ʂ eː t oː ʂ u	Hartman2003
2786	Spanish	stan1288	1392	sētōsu-sedoso	sedoso	ʂ e ð o ʂ o	ʂ e ð o ʂ o	Hartman2003
2787	Latin	lati1261	1393	sebōsu-seboso	sebōsu	ʂ e b oː ʂ u	ʂ e b oː ʂ u	Hartman2003
2788	Spanish	stan1288	1393	sebōsu-seboso	seboso	ʂ e β o ʂ o	ʂ e β o ʂ o	Hartman2003
2789	Latin	lati1261	1394	secāre-segar	secāre	ʂ e k ɑː ɾ e	ʂ e k ɑː ɾ e	Hartman2003
2790	Spanish	stan1288	1394	secāre-segar	segar	ʂ e ɣ ɑ ɾ	ʂ e ɣ ɑ ɾ -	Hartman2003
2791	Latin	lati1261	1395	secūre-segur	secūre	ʂ e k uː ɾ e	ʂ e k uː ɾ e	Hartman2003
2792	Spanish	stan1288	1395	secūre-segur	segur	ʂ e ɣ u ɾ	ʂ e ɣ u ɾ -	Hartman2003
2793	Latin	lati1261	1396	secūru-seguro	secūru	ʂ e k uː ɾ u	ʂ e k uː ɾ u	Hartman2003
2794	Spanish	stan1288	1396	secūru-seguro	seguro	ʂ e ɣ u ɾ o	ʂ e ɣ u ɾ o	Hartman2003
2795	Latin	lati1261	1397	sedīlia-sija	sedīlia	ʂ e d iː l iɑ	ʂ e d iː l - iɑ	Hartman2003
2796	Spanish	stan1288	1397	sedīlia-sija	sija	ʂ ei x ɑ	ʂ ei - - x - ɑ	Hartman2003
2797	Latin	lati1261	1398	sella-silla	sella	ʂ e lː ɑ	ʂ - e lː ɑ	Hartman2003
2798	Spanish	stan1288	1398	sella-silla	silla	ʂ i ʎ ɑ	ʂ - i ʎ ɑ	Hartman2003
2799	Latin	lati1261	1399	semper-siempre	semper	ʂ e m p e ɾ	ʂ - e m p e ɾ -	Hartman2003
2800	Spanish	stan1288	1399	semper-siempre	siempre	ʂ j e m p ɾ e	ʂ j e m p - ɾ e	Hartman2003
2801	Latin	lati1261	1400	seniōre-señor	seniōre	ʂ e n i oː ɾ e	ʂ e n i oː ɾ e	Hartman2003
2802	Spanish	stan1288	1400	seniōre-señor	señor	ʂ e ɲ o ɾ	ʂ e ɲ - o ɾ -	Hartman2003
2803	Latin	lati1261	1401	sensu-seso	sensu	ʂ e n ʂ u	ʂ e n ʂ u	Hartman2003
2804	Spanish	stan1288	1401	sensu-seso	seso	ʂ e ʂ o	ʂ e - ʂ o	Hartman2003
2805	Latin	lati1261	1402	sentīre-sentir	sentīre	ʂ e n t iː ɾ e	ʂ e n t iː ɾ e	Hartman2003
2806	Spanish	stan1288	1402	sentīre-sentir	sentir	ʂ e n t i ɾ	ʂ e n t i ɾ -	Hartman2003
2807	Latin	lati1261	1403	septēnu-seteno	septēnu	ʂ e p t eː n u	ʂ e p t eː n u	Hartman2003
2808	Spanish	stan1288	1403	septēnu-seteno	seteno	ʂ e t e n o	ʂ e - t e n o	Hartman2003
2809	Latin	lati1261	1404	septem-siete	septem	ʂ e p t e m	ʂ - e p t e m	Hartman2003
2810	Spanish	stan1288	1404	septem-siete	siete	ʂ j e t e	ʂ j e - t e -	Hartman2003
2811	Latin	lati1261	1405	sequente-siguiente	sequente	ʂ e kʷ e n t e	ʂ e kʷ - e n t e	Hartman2003
2812	Spanish	stan1288	1405	sequente-siguiente	siguiente	ʂ i ɣ j e n t e	ʂ i ɣ j e n t e	Hartman2003
2813	Latin	lati1261	1406	serēnu-sereno	serēnu	ʂ e ɾ eː n u	ʂ e ɾ eː n u	Hartman2003
2814	Spanish	stan1288	1406	serēnu-sereno	sereno	ʂ e ɾ e n o	ʂ e ɾ e n o	Hartman2003
2815	Latin	lati1261	1407	sermōne-sermón	sermōne	ʂ e ɾ m oː n e	ʂ e ɾ m oː n e	Hartman2003
2816	Spanish	stan1288	1407	sermōne-sermón	sermón	ʂ e ɾ m o n	ʂ e ɾ m o n -	Hartman2003
2817	Latin	lati1261	1408	serpe-sierpe	serpe	ʂ e ɾ p e	ʂ - e ɾ p e	Hartman2003
2818	Spanish	stan1288	1408	serpe-sierpe	sierpe	ʂ j e ɾ p e	ʂ j e ɾ p e	Hartman2003
2819	Latin	lati1261	1409	serra-sierra	serra	ʂ e r ɑ	ʂ - e r ɑ	Hartman2003
2820	Spanish	stan1288	1409	serra-sierra	sierra	ʂ j e r ɑ	ʂ j e r ɑ	Hartman2003
2821	Latin	lati1261	1410	serva-sierva	serva	ʂ e ɾ w ɑ	ʂ - e ɾ w ɑ	Hartman2003
2822	Spanish	stan1288	1410	serva-sierva	sierva	ʂ j e ɾ β ɑ	ʂ j e ɾ β ɑ	Hartman2003
2823	Latin	lati1261	1411	servāre-servar	servāre	ʂ e ɾ w ɑː ɾ e	ʂ e ɾ w ɑː ɾ e	Hartman2003
2824	Spanish	stan1288	1411	servāre-servar	servar	ʂ e ɾ β ɑ ɾ	ʂ e ɾ β ɑ ɾ -	Hartman2003
2825	Latin	lati1261	1412	servīre-servir	servīre	ʂ e ɾ w iː ɾ e	ʂ e ɾ w iː ɾ e	Hartman2003
2826	Spanish	stan1288	1412	servīre-servir	servir	ʂ e ɾ β i ɾ	ʂ e ɾ β i ɾ -	Hartman2003
2827	Latin	lati1261	1413	servu-siervo	servu	ʂ e ɾ w u	ʂ - e ɾ w u	Hartman2003
2828	Spanish	stan1288	1413	servu-siervo	siervo	ʂ j e ɾ β o	ʂ j e ɾ β o	Hartman2003
2829	Latin	lati1261	1414	sīmiu-simio	sīmiu	ʂ iː m iu	ʂ iː m - iu	Hartman2003
2830	Spanish	stan1288	1414	sīmiu-simio	simio	ʂ i m j o	ʂ i m j o	Hartman2003
2831	Latin	lati1261	1415	sicca-seca	sicca	ʂ i kː ɑ	ʂ i kː ɑ	Hartman2003
2832	Spanish	stan1288	1415	sicca-seca	seca	ʂ e k ɑ	ʂ e k ɑ	Hartman2003
2833	Latin	lati1261	1416	siccāre-secar	siccāre	ʂ i kː ɑː ɾ e	ʂ i kː ɑː ɾ e	Hartman2003
2834	Spanish	stan1288	1416	siccāre-secar	secar	ʂ e k ɑ ɾ	ʂ e k ɑ ɾ -	Hartman2003
2835	Latin	lati1261	1417	siccu-seco	siccu	ʂ i kː u	ʂ i kː u	Hartman2003
2836	Spanish	stan1288	1417	siccu-seco	seco	ʂ e k o	ʂ e k o	Hartman2003
2837	Latin	lati1261	1418	sigillu-sello	sigillu	ʂ i g i lː u	ʂ i g i lː u	Hartman2003
2838	Spanish	stan1288	1418	sigillu-sello	sello	ʂ e ʎ o	ʂ e - - ʎ o	Hartman2003
2839	Latin	lati1261	1419	signa-seña	signa	ʂ i g n ɑ	ʂ i g n ɑ	Hartman2003
2840	Spanish	stan1288	1419	signa-seña	seña	ʂ e ɲ ɑ	ʂ e - ɲ ɑ	Hartman2003
2841	Latin	lati1261	1420	signāle-señal	signāle	ʂ i g n ɑː l e	ʂ i g n ɑː l e	Hartman2003
2842	Spanish	stan1288	1420	signāle-señal	señal	ʂ e ɲ ɑ l	ʂ e - ɲ ɑ l -	Hartman2003
2843	Latin	lati1261	1421	signāre-señar	signāre	ʂ i g n ɑː ɾ e	ʂ i g n ɑː ɾ e	Hartman2003
2844	Spanish	stan1288	1421	signāre-señar	señar	ʂ e ɲ ɑ ɾ	ʂ e - ɲ ɑ ɾ -	Hartman2003
2845	Latin	lati1261	1422	signāriu-señero	signāriu	ʂ i g n ɑː ɾ iu	ʂ i g n ɑː - ɾ - iu	Hartman2003
2846	Spanish	stan1288	1422	signāriu-señero	señero	ʂ e ɲ e ɾ o	ʂ e - ɲ e - ɾ - o	Hartman2003
2847	Latin	lati1261	1423	silva-selva	silva	ʂ i l w ɑ	ʂ i l w ɑ	Hartman2003
2848	Spanish	stan1288	1423	silva-selva	selva	ʂ e l β ɑ	ʂ e l β ɑ	Hartman2003
2849	Latin	lati1261	1424	sinu-seno	sinu	ʂ i n u	ʂ i n u	Hartman2003
2850	Spanish	stan1288	1424	sinu-seno	seno	ʂ e n o	ʂ e n o	Hartman2003
2851	Latin	lati1261	1425	site-sed	site	ʂ i t e	ʂ i t e	Hartman2003
2852	Spanish	stan1288	1425	site-sed	sed	ʂ e ð	ʂ e ð -	Hartman2003
2853	Latin	lati1261	1426	sitim-sed	sitim	ʂ i t i m	ʂ i t i m	Hartman2003
2854	Spanish	stan1288	1426	sitim-sed	sed	ʂ e ð	ʂ e ð - -	Hartman2003
2855	Latin	lati1261	1427	sōca-soga	sōca	ʂ oː k ɑ	ʂ oː k ɑ	Hartman2003
2856	Spanish	stan1288	1427	sōca-soga	soga	ʂ o ɣ ɑ	ʂ o ɣ ɑ	Hartman2003
2857	Latin	lati1261	1428	sōle-sol	sōle	ʂ oː l e	ʂ oː l e	Hartman2003
2858	Spanish	stan1288	1428	sōle-sol	sol	ʂ o l	ʂ o l -	Hartman2003
2859	Latin	lati1261	1429	sōliculu-solejo	sōliculu	ʂ oː l i k u l u	ʂ oː l i k u l u	Hartman2003
2860	Spanish	stan1288	1429	sōliculu-solejo	solejo	ʂ o l e x o	ʂ o l e - - x o	Hartman2003
2861	Latin	lati1261	1430	sōlu-solo	sōlu	ʂ oː l u	ʂ oː l u	Hartman2003
2862	Spanish	stan1288	1430	sōlu-solo	solo	ʂ o l o	ʂ o l o	Hartman2003
2863	Latin	lati1261	1431	sobrīnu-sobrino	sobrīnu	ʂ o b ɾ iː n u	ʂ o b ɾ iː n u	Hartman2003
2864	Spanish	stan1288	1431	sobrīnu-sobrino	sobrino	ʂ o β ɾ i n o	ʂ o β ɾ i n o	Hartman2003
2865	Latin	lati1261	1432	sola-suela	sola	ʂ o l ɑ	ʂ - o l ɑ	Hartman2003
2866	Spanish	stan1288	1432	sola-suela	suela	ʂ w e l ɑ	ʂ w e l ɑ	Hartman2003
2867	Latin	lati1261	1433	solānu-solano	solānu	ʂ o l ɑː n u	ʂ o l ɑː n u	Hartman2003
2868	Spanish	stan1288	1433	solānu-solano	solano	ʂ o l ɑ n o	ʂ o l ɑ n o	Hartman2003
2869	Latin	lati1261	1434	solaria-solera	solaria	ʂ o l ɑ ɾ iɑ	ʂ o l ɑ - ɾ - iɑ	Hartman2003
2870	Spanish	stan1288	1434	solaria-solera	solera	ʂ o l e ɾ ɑ	ʂ o l e - ɾ - ɑ	Hartman2003
2871	Latin	lati1261	1435	solatiāre-solazar	solatiāre	ʂ o l ɑ t i ɑː ɾ e	ʂ o l ɑ t i ɑː ɾ e	Hartman2003
2872	Spanish	stan1288	1435	solatiāre-solazar	solazar	ʂ o l ɑ θ ɑ ɾ	ʂ o l ɑ θ - ɑ ɾ -	Hartman2003
2873	Latin	lati1261	1436	solēre-soler	solēre	ʂ o l eː ɾ e	ʂ o l eː ɾ e	Hartman2003
2874	Spanish	stan1288	1436	solēre-soler	soler	ʂ o l e ɾ	ʂ o l e ɾ -	Hartman2003
2875	Latin	lati1261	1437	solidu-sueldo	solidu	ʂ o l i d u	ʂ - o l i d u	Hartman2003
2876	Spanish	stan1288	1437	solidu-sueldo	sueldo	ʂ w e ð o	ʂ w e - - ð o	Hartman2003
2877	Latin	lati1261	1438	solu-suelo	solu	ʂ o l u	ʂ - o l u	Hartman2003
2878	Spanish	stan1288	1438	solu-suelo	suelo	ʂ w e l o	ʂ w e l o	Hartman2003
2879	Latin	lati1261	1439	solvēre-solver	solvēre	ʂ o l w eː ɾ e	ʂ o l w eː ɾ e	Hartman2003
2880	Spanish	stan1288	1439	solvēre-solver	solver	ʂ o l β e ɾ	ʂ o l β e ɾ -	Hartman2003
2881	Latin	lati1261	1440	somnu-sueño	somnu	ʂ o m n u	ʂ - o m n u	Hartman2003
2882	Spanish	stan1288	1440	somnu-sueño	sueño	ʂ w e ɲ o	ʂ w e - ɲ o	Hartman2003
2883	Latin	lati1261	1441	sonāre-sonar	sonāre	ʂ o n ɑː ɾ e	ʂ o n ɑː ɾ e	Hartman2003
2884	Spanish	stan1288	1441	sonāre-sonar	sonar	ʂ o n ɑ ɾ	ʂ o n ɑ ɾ -	Hartman2003
2885	Latin	lati1261	1442	sonacula-sonaja	sonacula	ʂ o n ɑ k u l ɑ	ʂ o n ɑ k u l ɑ	Hartman2003
2886	Spanish	stan1288	1442	sonacula-sonaja	sonaja	ʂ o n ɑ x ɑ	ʂ o n ɑ x - - ɑ	Hartman2003
2887	Latin	lati1261	1443	sorbēre-sorber	sorbēre	ʂ o ɾ b eː ɾ e	ʂ o ɾ b eː ɾ e	Hartman2003
2888	Spanish	stan1288	1443	sorbēre-sorber	sorber	ʂ o ɾ β e ɾ	ʂ o ɾ β e ɾ -	Hartman2003
2889	Latin	lati1261	1444	sorte-suerte	sorte	ʂ o ɾ t e	ʂ - o ɾ t e	Hartman2003
2890	Spanish	stan1288	1444	sorte-suerte	suerte	ʂ w e ɾ t e	ʂ w e ɾ t e	Hartman2003
2891	Latin	lati1261	1445	spartu-esparto	spartu	ʂ p ɑ ɾ t u	- ʂ p ɑ ɾ t u	Hartman2003
2892	Spanish	stan1288	1445	spartu-esparto	esparto	e ʂ p ɑ ɾ t o	e ʂ p ɑ ɾ t o	Hartman2003
2893	Latin	lati1261	1446	spasmu-espasmo	spasmu	ʂ p ɑ ʂ m u	- ʂ p ɑ ʂ m u	Hartman2003
2894	Spanish	stan1288	1446	spasmu-espasmo	espasmo	e ʂ p ɑ ʐ m o	e ʂ p ɑ ʐ m o	Hartman2003
2895	Latin	lati1261	1447	spatha-espada	spatha	ʂ p ɑ t ɑ	- ʂ p ɑ t ɑ	Hartman2003
2896	Spanish	stan1288	1447	spatha-espada	espada	e ʂ p ɑ ð ɑ	e ʂ p ɑ ð ɑ	Hartman2003
2897	Latin	lati1261	1448	spērāre-esperar	spērāre	ʂ p eː ɾ ɑː ɾ e	- ʂ p eː ɾ ɑː ɾ e	Hartman2003
2898	Spanish	stan1288	1448	spērāre-esperar	esperar	e ʂ p e ɾ ɑ ɾ	e ʂ p e ɾ ɑ ɾ -	Hartman2003
2899	Latin	lati1261	1449	speculu-espejo	speculu	ʂ p e k u l u	- ʂ p e k u l u	Hartman2003
2900	Spanish	stan1288	1449	speculu-espejo	espejo	e ʂ p e x o	e ʂ p e - - x o	Hartman2003
2901	Latin	lati1261	1450	spīca-espiga	spīca	ʂ p iː k ɑ	- ʂ p iː k ɑ	Hartman2003
2902	Spanish	stan1288	1450	spīca-espiga	espiga	e ʂ p i ɣ ɑ	e ʂ p i ɣ ɑ	Hartman2003
2903	Latin	lati1261	1451	spīcāre-espigar	spīcāre	ʂ p iː k ɑː ɾ e	- ʂ p iː k ɑː ɾ e	Hartman2003
2904	Spanish	stan1288	1451	spīcāre-espigar	espigar	e ʂ p i ɣ ɑ ɾ	e ʂ p i ɣ ɑ ɾ -	Hartman2003
2905	Latin	lati1261	1452	spīna-espina	spīna	ʂ p iː n ɑ	- ʂ p iː n ɑ	Hartman2003
2906	Spanish	stan1288	1452	spīna-espina	espina	e ʂ p i n ɑ	e ʂ p i n ɑ	Hartman2003
2907	Latin	lati1261	1453	spīnōsa-espinosa	spīnōsa	ʂ p iː n oː ʂ ɑ	- ʂ p iː n oː ʂ ɑ	Hartman2003
2908	Spanish	stan1288	1453	spīnōsa-espinosa	espinosa	e ʂ p i n o ʂ ɑ	e ʂ p i n o ʂ ɑ	Hartman2003
2909	Latin	lati1261	1454	spīnu-espino	spīnu	ʂ p iː n u	- ʂ p iː n u	Hartman2003
2910	Spanish	stan1288	1454	spīnu-espino	espino	e ʂ p i n o	e ʂ p i n o	Hartman2003
2911	Latin	lati1261	1455	spissāre-espesar	spissāre	ʂ p i ʂː ɑː ɾ e	- ʂ p i ʂː ɑː ɾ e	Hartman2003
2912	Spanish	stan1288	1455	spissāre-espesar	espesar	e ʂ p e ʂ ɑ ɾ	e ʂ p e ʂ ɑ ɾ -	Hartman2003
2913	Latin	lati1261	1456	spissu-espeso	spissu	ʂ p i ʂː u	- ʂ p i ʂː u	Hartman2003
2914	Spanish	stan1288	1456	spissu-espeso	espeso	e ʂ p e ʂ o	e ʂ p e ʂ o	Hartman2003
2915	Latin	lati1261	1457	spōnsālia-esposaja	spōnsālia	ʂ p oː n ʂ ɑː l iɑ	- ʂ p oː n ʂ ɑː l - iɑ	Hartman2003
2916	Spanish	stan1288	1457	spōnsālia-esposaja	esposaja	e ʂ p o ʂ ɑ x ɑ	e ʂ p o - ʂ ɑ x - ɑ	Hartman2003
2917	Latin	lati1261	1458	spōnsāre-esposar	spōnsāre	ʂ p oː n ʂ ɑː ɾ e	- ʂ p oː n ʂ ɑː ɾ e	Hartman2003
2918	Spanish	stan1288	1458	spōnsāre-esposar	esposar	e ʂ p o ʂ ɑ ɾ	e ʂ p o - ʂ ɑ ɾ -	Hartman2003
2919	Latin	lati1261	1459	spōnsu-esposo	spōnsu	ʂ p oː n ʂ u	- ʂ p oː n ʂ u	Hartman2003
2920	Spanish	stan1288	1459	spōnsu-esposo	esposo	e ʂ p o ʂ o	e ʂ p o - ʂ o	Hartman2003
2921	Latin	lati1261	1460	spolia-espoja	spolia	ʂ p o l iɑ	- ʂ p o l - iɑ	Hartman2003
2922	Spanish	stan1288	1460	spolia-espoja	espoja	e ʂ p o x ɑ	e ʂ p o x - ɑ	Hartman2003
2923	Latin	lati1261	1461	sponsa-esposa	sponsa	ʂ p o n ʂ ɑ	- ʂ p o n ʂ ɑ	Hartman2003
2924	Spanish	stan1288	1461	sponsa-esposa	esposa	e ʂ p o ʂ ɑ	e ʂ p o - ʂ ɑ	Hartman2003
2925	Latin	lati1261	1462	sporta-espuerta	sporta	ʂ p o ɾ t ɑ	- ʂ p - o ɾ t ɑ	Hartman2003
2926	Spanish	stan1288	1462	sporta-espuerta	espuerta	e ʂ p w e ɾ t ɑ	e ʂ p w e ɾ t ɑ	Hartman2003
2927	Latin	lati1261	1463	spūma-espuma	spūma	ʂ p uː m ɑ	- ʂ p uː m ɑ	Hartman2003
2928	Spanish	stan1288	1463	spūma-espuma	espuma	e ʂ p u m ɑ	e ʂ p u m ɑ	Hartman2003
2929	Latin	lati1261	1464	spūmāre-espumar	spūmāre	ʂ p uː m ɑː ɾ e	- ʂ p uː m ɑː ɾ e	Hartman2003
2930	Spanish	stan1288	1464	spūmāre-espumar	espumar	e ʂ p u m ɑ ɾ	e ʂ p u m ɑ ɾ -	Hartman2003
2931	Latin	lati1261	1465	spūmōsu-espumoso	spūmōsu	ʂ p uː m oː ʂ u	- ʂ p uː m oː ʂ u	Hartman2003
2932	Spanish	stan1288	1465	spūmōsu-espumoso	espumoso	e ʂ p u m o ʂ o	e ʂ p u m o ʂ o	Hartman2003
2933	Latin	lati1261	1466	stāre-estar	stāre	ʂ t ɑː ɾ e	- ʂ t ɑː ɾ e	Hartman2003
2934	Spanish	stan1288	1466	stāre-estar	estar	e s t ɑ ɾ	e s t ɑ ɾ -	Hartman2003
2935	Latin	lati1261	1467	stabile-estable	stabile	ʂ t ɑ b i l e	- ʂ t ɑ b i l e	Hartman2003
2936	Spanish	stan1288	1467	stabile-estable	estable	e s t ɑ β l e	e s t ɑ β - l e	Hartman2003
2937	Latin	lati1261	1468	stabulu-establo	stabulu	ʂ t ɑ b u l u	- ʂ t ɑ b u l u	Hartman2003
2938	Spanish	stan1288	1468	stabulu-establo	establo	e s t ɑ β l o	e s t ɑ β - l o	Hartman2003
2939	Latin	lati1261	1469	stagnāre-estañar	stagnāre	ʂ t ɑ g n ɑː ɾ e	- ʂ t ɑ g n ɑː ɾ e	Hartman2003
2940	Spanish	stan1288	1469	stagnāre-estañar	estañar	e s t ɑ ɲ ɑ ɾ	e s t ɑ - ɲ ɑ ɾ -	Hartman2003
2941	Latin	lati1261	1470	stagnu-estaño	stagnu	ʂ t ɑ g n u	- ʂ t ɑ g n u	Hartman2003
2942	Spanish	stan1288	1470	stagnu-estaño	estaño	e s t ɑ ɲ o	e s t ɑ - ɲ o	Hartman2003
2943	Latin	lati1261	1471	stamine-estambre	stamine	ʂ t ɑ m i n e	- ʂ t ɑ m i n - e	Hartman2003
2944	Spanish	stan1288	1471	stamine-estambre	estambre	e s t ɑ m b ɾ e	e s t ɑ m - b ɾ e	Hartman2003
2945	Latin	lati1261	1472	staminea-estameña	staminea	ʂ t ɑ m i n eɑ	- ʂ t ɑ m i n - eɑ	Hartman2003
2946	Spanish	stan1288	1472	staminea-estameña	estameña	e s t ɑ m e ɲ ɑ	e s t ɑ m e ɲ - ɑ	Hartman2003
2947	Latin	lati1261	1473	stante-estante	stante	ʂ t ɑ n t e	- ʂ t ɑ n t e	Hartman2003
2948	Spanish	stan1288	1473	stante-estante	estante	e s t ɑ n t e	e s t ɑ n t e	Hartman2003
2949	Latin	lati1261	1474	statāle-estadal	statāle	ʂ t ɑ t ɑː l e	- ʂ t ɑ t ɑː l e	Hartman2003
2950	Spanish	stan1288	1474	statāle-estadal	estadal	e s t ɑ ð ɑ l	e s t ɑ ð ɑ l -	Hartman2003
2951	Latin	lati1261	1475	statu-estado	statu	ʂ t ɑ t u	- ʂ t ɑ t u	Hartman2003
2952	Spanish	stan1288	1475	statu-estado	estado	e s t ɑ ð o	e s t ɑ ð o	Hartman2003
2953	Latin	lati1261	1476	stīpāre-estibar	stīpāre	ʂ t iː p ɑː ɾ e	- ʂ t iː p ɑː ɾ e	Hartman2003
2954	Spanish	stan1288	1476	stīpāre-estibar	estibar	e s t i β ɑ ɾ	e s t i β ɑ ɾ -	Hartman2003
2955	Latin	lati1261	1477	stipa-esteba	stipa	ʂ t i p ɑ	- ʂ t i p ɑ	Hartman2003
2956	Spanish	stan1288	1477	stipa-esteba	esteba	e s t e β ɑ	e s t e β ɑ	Hartman2003
2957	Latin	lati1261	1478	stomachāri-estomagar	stomachāri	ʂ t o m ɑ k ɑː ɾ i	- ʂ t o m ɑ k ɑː ɾ i	Hartman2003
2958	Spanish	stan1288	1478	stomachāri-estomagar	estomagar	e s t o m ɑ ɣ ɑ ɾ	e s t o m ɑ ɣ ɑ ɾ -	Hartman2003
2959	Latin	lati1261	1479	strātu-estrado	strātu	ʂ t ɾ ɑː t u	- ʂ t ɾ ɑː t u	Hartman2003
2960	Spanish	stan1288	1479	strātu-estrado	estrado	e s t ɾ ɑ ð o	e s t ɾ ɑ ð o	Hartman2003
2961	Latin	lati1261	1480	strata-estrada	strata	ʂ t ɾ ɑ t ɑ	- ʂ t ɾ ɑ t ɑ	Hartman2003
2962	Spanish	stan1288	1480	strata-estrada	estrada	e s t ɾ ɑ ð ɑ	e s t ɾ ɑ ð ɑ	Hartman2003
2963	Latin	lati1261	1481	strictu-estrecho	strictu	ʂ t ɾ i k t u	- ʂ t ɾ i k t u	Hartman2003
2964	Spanish	stan1288	1481	strictu-estrecho	estrecho	e s t ɾ e tʃ o	e s t ɾ e - tʃ o	Hartman2003
2965	Latin	lati1261	1482	strictūra-estrechura	strictūra	ʂ t ɾ i k t uː ɾ ɑ	- ʂ t ɾ i k t uː ɾ ɑ	Hartman2003
2966	Spanish	stan1288	1482	strictūra-estrechura	estrechura	e s t ɾ e tʃ u ɾ ɑ	e s t ɾ e - tʃ u ɾ ɑ	Hartman2003
2967	Latin	lati1261	1483	stuppa-estopa	stuppa	ʂ t u pː ɑ	- ʂ t u pː ɑ	Hartman2003
2968	Spanish	stan1288	1483	stuppa-estopa	estopa	e s t o p ɑ	e s t o p ɑ	Hartman2003
2969	Latin	lati1261	1484	sturnīnu-estornino	sturnīnu	ʂ t u ɾ n iː n u	- ʂ t u ɾ n iː n u	Hartman2003
2970	Spanish	stan1288	1484	sturnīnu-estornino	estornino	e s t o ɾ n i n o	e s t o ɾ n i n o	Hartman2003
2971	Latin	lati1261	1485	sūbella-subilla	sūbella	ʂ uː b e lː ɑ	ʂ uː b - e lː ɑ	Hartman2003
2972	Spanish	stan1288	1485	sūbella-subilla	subilla	ʂ u β i ʎ ɑ	ʂ u β - i ʎ ɑ	Hartman2003
2973	Latin	lati1261	1486	sūcidu-sucio	sūcidu	ʂ uː k i d u	ʂ uː k - i d u	Hartman2003
2974	Spanish	stan1288	1486	sūcidu-sucio	sucio	ʂ u θ j o	ʂ u θ - - j o	Hartman2003
2975	Latin	lati1261	1487	sūrsu-suso	sūrsu	ʂ uː ɾ ʂ u	ʂ uː ɾ ʂ u	Hartman2003
2976	Spanish	stan1288	1487	sūrsu-suso	suso	ʂ u ʂ o	ʂ u - ʂ o	Hartman2003
2977	Latin	lati1261	1488	sūsu-suso	sūsu	ʂ uː ʂ u	ʂ uː ʂ u	Hartman2003
2978	Spanish	stan1288	1488	sūsu-suso	suso	ʂ u ʂ o	ʂ u ʂ o	Hartman2003
2979	Latin	lati1261	1489	sub-so	sub	ʂ u b	ʂ u b	Hartman2003
2980	Spanish	stan1288	1489	sub-so	so	ʂ o	ʂ o -	Hartman2003
